,0,standard_buses
88,8552.40137616,3.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
89,8675.76883244,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
90,320.29157882,11.0
91,2113.58787972,3.0
91,2113.58787972,3.0
91,2113.58787972,3.0
92,9146.26501376,3.0
92,9146.26501376,3.0
92,9146.26501376,3.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
93,508.727653946,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
94,8552.40137616,11.0
95,5695.578270759999,8.0
95,5695.578270759999,8.0
95,5695.578270759999,8.0
95,5695.578270759999,8.0
95,5695.578270759999,8.0
95,5695.578270759999,8.0
95,5695.578270759999,8.0
95,5695.578270759999,8.0
96,8384.237402600002,8.0
96,8384.237402600002,8.0
96,8384.237402600002,8.0
96,8384.237402600002,8.0
96,8384.237402600002,8.0
96,8384.237402600002,8.0
96,8384.237402600002,8.0
96,8384.237402600002,8.0
97,8384.237402600002,4.0
97,8384.237402600002,4.0
97,8384.237402600002,4.0
97,8384.237402600002,4.0
98,11500.65255456,4.0
98,11500.65255456,4.0
98,11500.65255456,4.0
98,11500.65255456,4.0
99,320.29157882,5.0
99,320.29157882,5.0
99,320.29157882,5.0
99,320.29157882,5.0
99,320.29157882,5.0
100,17182.08746544,5.0
100,17182.08746544,5.0
100,17182.08746544,5.0
100,17182.08746544,5.0
100,17182.08746544,5.0
101,8384.237402600002,5.0
101,8384.237402600002,5.0
101,8384.237402600002,5.0
101,8384.237402600002,5.0
101,8384.237402600002,5.0
102,8118.0258621,5.0
102,8118.0258621,5.0
102,8118.0258621,5.0
102,8118.0258621,5.0
102,8118.0258621,5.0
103,7715.06145922,9.0
103,7715.06145922,9.0
103,7715.06145922,9.0
103,7715.06145922,9.0
103,7715.06145922,9.0
103,7715.06145922,9.0
103,7715.06145922,9.0
103,7715.06145922,9.0
103,7715.06145922,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
104,15842.201919580002,9.0
105,8969.27528212,5.0
105,8969.27528212,5.0
105,8969.27528212,5.0
105,8969.27528212,5.0
105,8969.27528212,5.0
106,8552.40137616,5.0
106,8552.40137616,5.0
106,8552.40137616,5.0
106,8552.40137616,5.0
106,8552.40137616,5.0
107,4557.30432682,6.0
107,4557.30432682,6.0
107,4557.30432682,6.0
107,4557.30432682,6.0
107,4557.30432682,6.0
107,4557.30432682,6.0
108,6670.37681376,6.0
108,6670.37681376,6.0
108,6670.37681376,6.0
108,6670.37681376,6.0
108,6670.37681376,6.0
108,6670.37681376,6.0
109,8388.89678008,8.0
109,8388.89678008,8.0
109,8388.89678008,8.0
109,8388.89678008,8.0
109,8388.89678008,8.0
109,8388.89678008,8.0
109,8388.89678008,8.0
109,8388.89678008,8.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
110,954.9476841940001,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
111,2986.48736202,9.0
112,6670.37681376,7.0
112,6670.37681376,7.0
112,6670.37681376,7.0
112,6670.37681376,7.0
112,6670.37681376,7.0
112,6670.37681376,7.0
112,6670.37681376,7.0
113,603.6704630759999,7.0
113,603.6704630759999,7.0
113,603.6704630759999,7.0
113,603.6704630759999,7.0
113,603.6704630759999,7.0
113,603.6704630759999,7.0
113,603.6704630759999,7.0
114,320.29157882,3.0
114,320.29157882,3.0
114,320.29157882,3.0
115,5355.69701738,3.0
115,5355.69701738,3.0
115,5355.69701738,3.0
116,8969.27528212,4.0
116,8969.27528212,4.0
116,8969.27528212,4.0
116,8969.27528212,4.0
117,6777.93343044,4.0
117,6777.93343044,4.0
117,6777.93343044,4.0
117,6777.93343044,4.0
118,8109.993481759999,5.0
118,8109.993481759999,5.0
118,8109.993481759999,5.0
118,8109.993481759999,5.0
118,8109.993481759999,5.0
119,8969.27528212,5.0
119,8969.27528212,5.0
119,8969.27528212,5.0
119,8969.27528212,5.0
119,8969.27528212,5.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
120,4021.08116862,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
121,5146.9366655600015,10.0
122,7180.59016926,3.0
122,7180.59016926,3.0
122,7180.59016926,3.0
123,6670.37681376,3.0
123,6670.37681376,3.0
123,6670.37681376,3.0
124,9402.54128166,4.0
124,9402.54128166,4.0
124,9402.54128166,4.0
124,9402.54128166,4.0
125,12763.78679892,4.0
125,12763.78679892,4.0
125,12763.78679892,4.0
125,12763.78679892,4.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
126,8109.993481759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
127,603.6704630759999,12.0
128,2113.58787972,6.0
128,2113.58787972,6.0
128,2113.58787972,6.0
128,2113.58787972,6.0
128,2113.58787972,6.0
128,2113.58787972,6.0
129,5695.578270759999,6.0
129,5695.578270759999,6.0
129,5695.578270759999,6.0
129,5695.578270759999,6.0
129,5695.578270759999,6.0
129,5695.578270759999,6.0
130,10913.783596800002,5.0
130,10913.783596800002,5.0
130,10913.783596800002,5.0
130,10913.783596800002,5.0
130,10913.783596800002,5.0
131,4021.08116862,5.0
131,4021.08116862,5.0
131,4021.08116862,5.0
131,4021.08116862,5.0
131,4021.08116862,5.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
132,8039.42974144,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
133,6638.04914086,23.0
134,8393.83444012,3.0
134,8393.83444012,3.0
134,8393.83444012,3.0
135,9402.54128166,3.0
135,9402.54128166,3.0
135,9402.54128166,3.0
136,8393.83444012,4.0
136,8393.83444012,4.0
136,8393.83444012,4.0
136,8393.83444012,4.0
137,3745.09151178,4.0
137,3745.09151178,4.0
137,3745.09151178,4.0
137,3745.09151178,4.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
138,25119.627027800005,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
139,3766.20080928,11.0
140,3745.09151178,5.0
140,3745.09151178,5.0
140,3745.09151178,5.0
140,3745.09151178,5.0
140,3745.09151178,5.0
141,11500.65255456,5.0
141,11500.65255456,5.0
141,11500.65255456,5.0
141,11500.65255456,5.0
141,11500.65255456,5.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
142,10631.3316313,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
143,6111.90339696,15.0
144,17182.08746544,5.0
144,17182.08746544,5.0
144,17182.08746544,5.0
144,17182.08746544,5.0
144,17182.08746544,5.0
145,6111.90339696,5.0
145,6111.90339696,5.0
145,6111.90339696,5.0
145,6111.90339696,5.0
145,6111.90339696,5.0
146,11666.09081316,3.0
146,11666.09081316,3.0
146,11666.09081316,3.0
147,9402.54128166,3.0
147,9402.54128166,3.0
147,9402.54128166,3.0
148,15108.90552596,6.0
148,15108.90552596,6.0
148,15108.90552596,6.0
148,15108.90552596,6.0
148,15108.90552596,6.0
148,15108.90552596,6.0
149,8039.42974144,6.0
149,8039.42974144,6.0
149,8039.42974144,6.0
149,8039.42974144,6.0
149,8039.42974144,6.0
149,8039.42974144,6.0
150,6111.90339696,4.0
150,6111.90339696,4.0
150,6111.90339696,4.0
150,6111.90339696,4.0
151,8039.42974144,4.0
151,8039.42974144,4.0
151,8039.42974144,4.0
151,8039.42974144,4.0
152,6670.37681376,7.0
152,6670.37681376,7.0
152,6670.37681376,7.0
152,6670.37681376,7.0
152,6670.37681376,7.0
152,6670.37681376,7.0
152,6670.37681376,7.0
153,22758.5273558,7.0
153,22758.5273558,7.0
153,22758.5273558,7.0
153,22758.5273558,7.0
153,22758.5273558,7.0
153,22758.5273558,7.0
153,22758.5273558,7.0
154,6156.18953058,5.0
154,6156.18953058,5.0
154,6156.18953058,5.0
154,6156.18953058,5.0
154,6156.18953058,5.0
155,6111.90339696,5.0
155,6111.90339696,5.0
155,6111.90339696,5.0
155,6111.90339696,5.0
155,6111.90339696,5.0
156,12763.78679892,2.0
156,12763.78679892,2.0
157,6111.90339696,2.0
157,6111.90339696,2.0
158,8969.27528212,8.0
158,8969.27528212,8.0
158,8969.27528212,8.0
158,8969.27528212,8.0
158,8969.27528212,8.0
158,8969.27528212,8.0
158,8969.27528212,8.0
158,8969.27528212,8.0
159,8384.237402600002,8.0
159,8384.237402600002,8.0
159,8384.237402600002,8.0
159,8384.237402600002,8.0
159,8384.237402600002,8.0
159,8384.237402600002,8.0
159,8384.237402600002,8.0
159,8384.237402600002,8.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
160,8393.83444012,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
161,4883.030625319999,11.0
162,6638.04914086,4.0
162,6638.04914086,4.0
162,6638.04914086,4.0
162,6638.04914086,4.0
163,12763.78679892,4.0
163,12763.78679892,4.0
163,12763.78679892,4.0
163,12763.78679892,4.0
164,8039.42974144,4.0
164,8039.42974144,4.0
164,8039.42974144,4.0
164,8039.42974144,4.0
165,5355.69701738,4.0
165,5355.69701738,4.0
165,5355.69701738,4.0
165,5355.69701738,4.0
166,11666.09081316,4.0
166,11666.09081316,4.0
166,11666.09081316,4.0
166,11666.09081316,4.0
167,8969.27528212,4.0
167,8969.27528212,4.0
167,8969.27528212,4.0
167,8969.27528212,4.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
168,9941.935528719998,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
169,5610.46090638,12.0
170,5997.98774442,4.0
170,5997.98774442,4.0
170,5997.98774442,4.0
170,5997.98774442,4.0
171,8620.82258324,4.0
171,8620.82258324,4.0
171,8620.82258324,4.0
171,8620.82258324,4.0
172,9941.935528719998,4.0
172,9941.935528719998,4.0
172,9941.935528719998,4.0
172,9941.935528719998,4.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
173,7715.06145922,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
174,954.9476841940001,36.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
175,12401.92328384,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
176,81715.8848534,13.0
177,8675.76883244,7.0
177,8675.76883244,7.0
177,8675.76883244,7.0
177,8675.76883244,7.0
177,8675.76883244,7.0
177,8675.76883244,7.0
177,8675.76883244,7.0
178,862.0590402539999,7.0
178,862.0590402539999,7.0
178,862.0590402539999,7.0
178,862.0590402539999,7.0
178,862.0590402539999,7.0
178,862.0590402539999,7.0
178,862.0590402539999,7.0
179,3416.4321157,5.0
179,3416.4321157,5.0
179,3416.4321157,5.0
179,3416.4321157,5.0
179,3416.4321157,5.0
180,8388.89678008,5.0
180,8388.89678008,5.0
180,8388.89678008,5.0
180,8388.89678008,5.0
180,8388.89678008,5.0
181,23926.515918200006,6.0
181,23926.515918200006,6.0
181,23926.515918200006,6.0
181,23926.515918200006,6.0
181,23926.515918200006,6.0
181,23926.515918200006,6.0
182,10354.71722522,6.0
182,10354.71722522,6.0
182,10354.71722522,6.0
182,10354.71722522,6.0
182,10354.71722522,6.0
182,10354.71722522,6.0
183,6670.37681376,8.0
183,6670.37681376,8.0
183,6670.37681376,8.0
183,6670.37681376,8.0
183,6670.37681376,8.0
183,6670.37681376,8.0
183,6670.37681376,8.0
183,6670.37681376,8.0
184,12401.92328384,8.0
184,12401.92328384,8.0
184,12401.92328384,8.0
184,12401.92328384,8.0
184,12401.92328384,8.0
184,12401.92328384,8.0
184,12401.92328384,8.0
184,12401.92328384,8.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
185,11862.49736412,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
186,6940.21856798,16.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
187,9746.40358292,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
188,8969.27528212,13.0
189,9746.40358292,5.0
189,9746.40358292,5.0
189,9746.40358292,5.0
189,9746.40358292,5.0
189,9746.40358292,5.0
190,11993.803471800002,5.0
190,11993.803471800002,5.0
190,11993.803471800002,5.0
190,11993.803471800002,5.0
190,11993.803471800002,5.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
191,6393.42498732,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
192,8969.27528212,10.0
193,8675.76883244,9.0
193,8675.76883244,9.0
193,8675.76883244,9.0
193,8675.76883244,9.0
193,8675.76883244,9.0
193,8675.76883244,9.0
193,8675.76883244,9.0
193,8675.76883244,9.0
193,8675.76883244,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
194,9941.935528719998,9.0
195,6670.37681376,3.0
195,6670.37681376,3.0
195,6670.37681376,3.0
196,8393.83444012,3.0
196,8393.83444012,3.0
196,8393.83444012,3.0
197,4234.49501806,3.0
197,4234.49501806,3.0
197,4234.49501806,3.0
198,8969.27528212,4.0
198,8969.27528212,4.0
198,8969.27528212,4.0
198,8969.27528212,4.0
199,8675.76883244,4.0
199,8675.76883244,4.0
199,8675.76883244,4.0
199,8675.76883244,4.0
200,9941.935528719998,3.0
200,9941.935528719998,3.0
200,9941.935528719998,3.0
201,4915.86221154,3.0
201,4915.86221154,3.0
201,4915.86221154,3.0
202,8552.40137616,6.0
202,8552.40137616,6.0
202,8552.40137616,6.0
202,8552.40137616,6.0
202,8552.40137616,6.0
202,8552.40137616,6.0
203,9941.935528719998,6.0
203,9941.935528719998,6.0
203,9941.935528719998,6.0
203,9941.935528719998,6.0
203,9941.935528719998,6.0
203,9941.935528719998,6.0
204,12763.78679892,3.0
204,12763.78679892,3.0
204,12763.78679892,3.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
205,12905.97519264,17.0
206,12905.97519264,5.0
206,12905.97519264,5.0
206,12905.97519264,5.0
206,12905.97519264,5.0
206,12905.97519264,5.0
207,6536.470739500001,5.0
207,6536.470739500001,5.0
207,6536.470739500001,5.0
207,6536.470739500001,5.0
207,6536.470739500001,5.0
208,8039.42974144,5.0
208,8039.42974144,5.0
208,8039.42974144,5.0
208,8039.42974144,5.0
208,8039.42974144,5.0
209,4915.86221154,5.0
209,4915.86221154,5.0
209,4915.86221154,5.0
209,4915.86221154,5.0
209,4915.86221154,5.0
210,15842.201919580002,5.0
210,15842.201919580002,5.0
210,15842.201919580002,5.0
210,15842.201919580002,5.0
210,15842.201919580002,5.0
211,6670.37681376,6.0
211,6670.37681376,6.0
