InputID,Al Amal,Al Amiriyyah,Al Sawah,Al-Mostaqbal,Athar an Naby,Badr,Cairo,El Mizalat,El-Mounib,El-Obour,El-Teraa El-,Fateh,Fom El-Khalig,Gesr Al Suez,Giza,Helwan,Imbaba,Maadi,Nasr,Port Said
Helwan,32429.4111008,65669.1429764,64725.396041,52791.9117136,41118.9617548,43166.6588302,36563.647834400006,66816.41444119999,46947.3114906,28538.2971014,66605.8719304,50408.0109324,49180.1227578,71098.02209279999,51892.9665846,5029.110299,63169.520407,37138.605707999996,49719.9019496,66172.29703
Helwan Aqaleem,30516.1130408,62767.95583200001,61870.5528586,50706.2498148,37855.119726,39912.4725314,35361.3435568,63713.346016999996,43722.135297,25386.0021098,63548.7324824,47542.863215599995,45939.778985000004,68597.2737038,48650.687377199996,6413.75726234,59928.37063,35757.6436264,46855.350722400006,63181.263953400005
Helwan Ferry,37579.602355,67184.79413539999,66487.3832508,57367.69914219999,39261.861634400004,40416.7259,43052.1202294,67019.5670424,43545.0072234,28946.552186400004,67159.2084974,52234.595816,47972.427554,74312.17088420001,48718.8287696,4730.55745652,61792.1366928,43322.967057999995,51556.70214659999,67167.79339939999
Helwan Metro,33022.565791,66563.9178638,65604.4455978,53422.167792800006,42153.9635124,44206.5401684,36928.615952800006,67782.3952044,47984.188035600004,29526.653819599996,67555.18520040001,51293.138189,50201.240390599996,71857.422375,52932.026175800005,5048.43403104,64190.757582000006,37558.8651688,50604.98906580001,67098.19314480001
Helwan Post Office,33857.6081086,67249.8073474,66304.7178728,54249.062358200004,42563.981064199994,44539.502599800006,37784.5278376,68381.8546428,48259.85592819999,30088.741845599998,68179.0197514,51987.9424656,50677.649228400005,72636.8649616,53235.773216400004,4324.7312005,64665.9534712,38414.5125204,51299.826011000005,67751.41017
Helwan Public Club,35109.865431599996,68802.9177482,67844.80327419999,55535.6757842,44162.1180564,46107.44324180001,38758.705363199995,69983.61958880001,49796.4189438,31699.025901200002,69771.4088588,53533.144295,52289.6437498,74062.6123124,54787.857111000005,4557.30432682,66277.6388628,39457.5462112,52844.995402,69328.2623768
Horia Square,27477.5941166,38946.7324438,38761.3537728,39027.3577308,8842.60369448,11561.2935117,36911.7949296,36930.384008,16200.3899855,7692.85954994,37443.9358254,25776.0482074,17300.6031965,49632.2963016,20436.430576400002,33565.878219,31167.6848866,35571.001758800005,25210.1995238,38052.490235000005
Hossary,95688.7152256,84996.9500042,86532.79880419999,101591.13618480001,63818.13444939999,59068.77176,105174.147206,75214.79592979999,54192.3178882,76200.3729956,77883.08130539999,82792.85124260001,64793.088995000006,100825.2240058,52924.3073648,88659.6687648,62595.888835000005,103649.4103578,82709.3267042,81172.4079212
Hyper,80239.85229119999,63936.5436536,65621.6765932,82908.9206278,48080.5438754,43709.7857888,89572.395158,53825.9369388,38743.8485794,62150.2556994,56560.553458200004,63813.80358380001,46633.620077800006,79774.96359360001,35809.574227,81410.01258760001,41678.5390418,87802.71453099999,63844.938823599994,59962.95522819999
Ibrahim Bek,48989.363893400005,10398.3518603,12311.2605254,36268.481021199994,38834.6681364,40737.760074,54388.400957800004,9404.59205542,41718.6410196,46373.2222166,8265.677225,24810.1229776,29998.605586,21831.0972814,38157.0170554,77199.6551608,21552.352424200002,52185.912442400004,25470.557236400004,8384.237402600002
Imbaba,44528.2348526,18663.80934736,20273.0231032,39756.4880068,23418.2588514,24044.450263400002,52333.5705682,9277.84474616,24085.930347999998,34808.7752186,11721.62928968,21515.0223696,14405.59065966,34510.291068599996,20095.310912200002,65044.14703759999,3745.09151178,50196.9963482,21844.8638278,14862.2547721
Imbaba Ferry,43077.127991,18055.68701868,19567.05511978,38508.6807876,22349.8861708,23197.0766262,50900.253439199994,9214.58716782,23504.8450572,33472.5463592,11451.74624392,20148.044764,13281.64655924,33858.3611846,19739.03086654,63792.3775936,4527.18528222,48766.4842298,20464.1918024,14403.88711686
Industrial Zone 3,108344.0533188,100430.96713799999,101896.3678984,115827.07272060002,77211.4183092,72434.90757699999,117792.1512848,90818.3572488,67756.098547,88501.09790800001,93451.2182778,97317.7724974,79186.35157819999,116206.82987100001,67169.34121059999,96918.2978778,78078.64944260001,116414.3692754,97182.945872,96682.91268260001
Isaaf,37189.4740662,18462.03799304,19396.02108906,34586.3533376,17010.91429718,18756.10356056,45316.331730800004,12701.56344554,20208.145829400004,27229.4965234,13930.47379918,15572.58578332,8014.877596400001,33436.656884599994,17619.9970249,57708.9292574,9152.23963392,43223.3958914,15734.91805838,15795.32003486
Isbiko,53922.6523066,32501.332356400002,31354.5755982,33475.5449798,63724.476694599995,67409.53075759999,53219.6635248,41820.812009199995,70263.27896519999,63634.0474684,39189.9008138,41351.7776572,57171.4391232,17665.05247636,68334.6612104,90260.6168268,54598.66884119999,51625.0805726,41871.1235974,36023.9461186
Isko,50785.921489199995,12095.5793904,13512.73590218,36347.3055816,43128.6290454,45246.977140400006,55470.567179,14111.00660544,46407.1274758,49823.042331,12571.25154916,27342.110050400002,34438.5470694,19483.38744598,42949.1372002,80500.508619,26426.3961426,53293.7757074,28024.720330799995,11646.1004354
Islamic Mission City,29967.8085074,14606.91926658,14597.205702599998,25878.027869,19139.2655754,22574.711855200003,37465.082838999995,14601.6867074,25556.1460822,24333.5295778,14109.69211582,6860.71389294,12543.575024,27192.034894599998,24379.545202200003,55156.8128462,17417.01757286,35314.882881800004,7066.91413826,13927.83018644
Jazirat Mohamed,52343.677191400006,20113.687685599998,22166.2143074,44827.98272280001,32473.3036882,32736.116260799998,59571.1093712,9982.59133394,32126.4085634,43880.0749772,12559.93918692,28230.3222024,23530.351844,35132.244066800005,27559.2130412,74198.2196594,10352.6166966,57387.346543800006,28698.385613200004,15994.53729904
Kafr Al Gabal,51508.291971,50308.2623668,51118.800704400004,59999.2085968,20714.480429799998,16046.46170928,60980.324461000004,43325.825273400005,12143.17566444,31832.3473272,45243.24264700001,42657.9031626,25179.7085788,64745.983323,14472.84605098,48685.34607280001,31532.473802200002,59551.8663554,42365.396192,47559.14703380001
Kafr Al Shurafa,43878.6628486,17081.43608256,15905.42403118,24811.3711496,48753.73523,52252.105593,45624.068169800004,26730.2431372,54936.1519702,50170.0955764,24025.628995599996,26954.785277,41855.9644638,3807.27441364,52900.780846,78586.019908,39339.3127044,43671.495971,27542.788412,20735.6327814
Kafr Tuhurmis,46200.4378772,35344.522584800005,36421.631853800005,49446.548007800004,14723.70717074,11443.72534494,55435.843540999995,27559.719843400002,7968.5436917,29435.029439599995,29644.2222682,30643.574624599998,12656.67278634,50518.034431199994,2714.30390356,55052.6065478,15543.06163806,53620.1037594,30545.977615400003,32228.1967522
Kan Kan (12th District),106977.1978672,96787.7194358,98338.608004,113345.29793639999,75318.550479,70551.4945144,116458.35010139999,86953.1944214,65729.011665,87325.628464,89634.62554760001,94589.4689718,76558.5034326,112623.93047680001,64647.05119859999,97874.426654,74383.7239224,114985.1928156,94498.1403702,92942.8544592
Kattameya,4164.16026238,40612.141530199995,38926.2966562,19736.20957668,36338.4851148,40962.277920199995,5346.20293386,46425.3533708,45945.7380374,24103.3862944,44924.765733,27121.7152898,38582.8665792,40261.89932719999,48450.4128252,38970.5642182,49648.7762502,4004.87464376,26591.7749428,42917.6433052
Kattameya Church,9207.35310702,42018.6888384,40187.002026,18634.46255676,40996.0329368,45675.1395102,2186.86591236,48728.8419498,50635.115047,29161.108428400003,47004.443389199994,29652.503036000002,42643.344057,39681.8228868,52921.9076608,42924.848815800004,53016.9928746,1135.7594569839998,29198.273407200002,44703.545762400005
Kerdasa,59971.3654566,43620.119992800006,45154.264647,61697.3127322,28491.9016954,24745.2749376,69136.37692380001,33971.1545112,20234.9388494,43141.5765564,36590.472398800004,42601.241981800005,25646.3970218,59444.542033000005,15984.289286000001,66906.5132214,21228.6479958,67277.11732359999,42634.4575566,39827.5175936
Khalafawy Square,43273.693362,11067.36367508,12927.76514274,34918.692719,28387.378426599997,30061.3291666,50072.716782999996,1325.598279774,30996.4957294,37282.05940219999,3645.3762911,18773.50360798,19413.30106884,26833.845412,27553.3300454,68121.337652,11798.08506322,47873.8016996,19303.78339976,7009.76945028
Khanka,63877.0739826,33554.9157372,33313.526925599996,44136.3307622,66954.5686566,69895.163091,64816.351447,40278.0473368,71826.0481744,69977.6269608,38149.9273252,46436.8168612,59097.896279199995,23926.515918200002,68907.9686734,98774.76795539999,52999.31364,62994.8810912,47070.9986516,35829.400763599995
Khosous,49597.949010000004,15108.90552596,15112.57965378,32158.849508799998,48546.7058534,51390.1829008,52626.721331199995,22156.391744599998,53306.7025084,52617.363518599996,19836.29911312,29021.7754264,40578.727368800006,11927.017225,50475.41618480001,82403.03527939999,35048.4913196,50558.2083386,29692.345300800003,17330.12255278
Khosous (Ring Road),50382.0140794,13411.43523444,14034.89672094,34151.744406,46420.109941,48953.014196,54150.196284800004,18693.28101228,50536.5711794,51665.8082296,16635.35835412,28358.0000222,38094.1277172,15199.99842428,47413.947991,81931.1551202,31441.089936799995,52025.6090294,29044.2578304,14662.06271634
Kilo 4.5,27171.951542000003,20451.014986200003,18324.5875572,7574.41322106,40392.0362648,44760.6460398,28367.257148400004,30173.6630568,48628.290976,37287.315022400006,27628.664268599998,18095.8244561,36202.174381,13499.79019566,48232.0349568,63152.748396,39756.491127199995,26415.480890799998,18332.98609814,24336.592922
King Faisal,53798.78287159999,46349.118407,47443.3046858,59494.2153916,21599.2134916,16943.9693538,63250.0479076,38257.3211732,11960.91194536,35073.884731800004,40466.250258199994,41081.27570119999,22937.207345400002,61532.0816486,10904.58134386,55615.07674319999,25711.179479,61615.793620000004,40914.23702280001,43162.6551872
Kit Kat Square,43386.5135684,20812.235608000003,22238.78477,40160.079764999995,20468.815821599997,20872.1621746,51524.870338,12145.37655572,20836.754418,32461.933276800002,14372.76118848,21402.8537732,11606.94862116,36549.0704832,16896.467378,62388.2540944,2939.32016116,49427.6436,21638.4863038,17259.3507816
Kobry El Qubba,34755.1918898,5219.38076464,5222.8018491,24441.0436558,28460.290641000003,31588.616757,40642.3906536,10489.824588200001,34045.864392799995,33112.2851634,8340.3843888,10512.10149448,20997.0347932,18952.0555322,32016.8555872,63633.3568536,20149.5539888,38431.3602842,11182.33727376,6055.83713592
Koleyet Al Banat (Ain Shams University),29683.4507964,9899.63551824,7976.37470558,16464.5650223,31796.2851298,35667.1690254,34240.724931,18574.23148138,38927.940232,32752.581943,16190.45933774,9444.13632708,25971.209885,14433.80799846,37777.122051,61953.7906574,27944.0814584,32052.143090599995,10017.96807888,13183.459413600001
Koleyet Al Banat (Azhar University),23612.0549248,15218.28763336,13746.1349267,15114.83109912,26686.443148,30946.156116799997,29301.9125608,21352.5485466,34741.13638919999,26018.185428999997,19558.53543986,4234.49501806,22381.933509799997,20806.0643644,34419.0344,55040.640177999994,27805.9986774,27091.1501348,4442.74487116,17369.60206516
Kolleyet Al Zeraah,45902.2448968,10293.78421674,12394.54302372,35860.5649708,32477.197501399998,34147.0119892,52224.4142014,2807.10043254,34986.526492000005,41040.1865546,3376.35968498,21286.9850978,23511.6843132,25237.1439744,31394.127793199998,71910.33099439999,14963.91719538,50014.731675,21879.898055200003,6300.47591484
Korba,32960.4059816,7537.42755508,5431.62673932,18663.389762799998,33974.8771962,37623.39292200001,37254.874226,17273.03201926,40597.143377,35801.93320380001,14671.18874368,12254.4494629,27524.2533082,12124.40274196,39056.2575602,65218.5697046,27835.669799799998,35081.0391094,12881.30360846,11350.32096262
Laylat Al Qadr,105260.07308680001,96152.77146860001,97656.8267498,112120.4186022,73803.7600178,69028.08529500001,114731.71815039999,86440.314694,64264.0641914,85520.6665594,89094.913625,93475.034153,75383.6783894,111961.01282379999,63410.192414,95349.15803400001,73766.24741139999,113296.909824,93362.4157912,92360.846663
Lebanon Square,46688.843499400005,25947.0628376,27416.506239,44921.6741244,20408.8557824,19601.529042,55185.605628,16811.98148324,18358.16531334,33849.5334668,19240.68458368,25950.4450286,12700.51375238,41722.926708800005,13670.31204818,62732.25524959999,4021.08116862,53142.6305298,26114.110851400004,22291.0627494
Lotus (5th Settlement),30559.7428578,50040.1509988,47920.2978502,24482.452149599998,60185.9382768,64963.175792999995,22408.377369799997,59308.241507599996,69734.2326428,50108.8575498,56922.9688388,43058.90337280001,59700.6149046,40479.9261254,71122.961768,63056.325151,67155.4821698,22797.3838978,42894.6285958,53786.390847200004
Maadi Metro,26728.8846756,38588.749388,38367.470320199995,38327.8371672,9097.57883492,12059.43897666,36166.6498874,36764.281418,16766.77441608,6978.84138544,37224.0022694,25267.751605200003,17340.60173054,49109.59362280001,20908.149768799998,33461.9542038,31260.2154618,34820.5141638,24693.4171218,37766.9078512
Maahad (5th Settlement),13991.29012004,42712.8122224,40764.7710552,17604.47080006,45058.348653400004,49789.733347199995,6153.21205966,50235.3931828,54704.6339676,33824.0828512,48304.0997366,31662.340962000002,46014.542679800004,38466.8069514,56712.7525658,47595.710827999996,55581.752029400006,6144.78373872,31290.7947948,45737.057126199994
Maahad Baneen,90277.63587120001,72502.4097964,74281.16919380001,92449.69995439998,58147.732530400004,53790.0521342,99589.99197160001,62211.43948119999,48825.1744468,72229.7096974,64978.17943840001,73348.514748,56460.03129119999,88253.655177,45834.876547600004,90908.896508,50564.9249562,97803.42469,73412.0175954,68444.956404
Madinat Al Solb (Tibeen),51497.0269672,83640.11915299999,82859.38710379999,71874.16651699999,55810.0352678,56656.6717576,55090.7583508,83717.71987280001,59408.7768368,45540.1626264,83824.248325,68549.29048180001,64613.220633000004,89961.9189938,64652.6166526,15054.66718128,78363.52066539999,55858.434730400004,67865.45391340001,83758.165682
Madinat Al Talaba,46368.523602,22756.750336,24333.9180006,43053.010507,22341.8946718,22172.526223400004,54543.900045,13296.66567222,21466.877420400004,34957.0283998,15806.14061376,24384.1128426,13840.18583732,38595.5446688,17023.9992013,64540.4903622,394.477181612,52449.422479,24633.3171368,18970.29207556
Magda Square,96640.8583614,85358.7073106,86920.647537,102274.6976646,64692.6581842,59955.4095596,106125.12966919999,75508.9996236,55054.628648000005,77216.8359262,78192.17790119999,83425.5193998,65474.490912199995,101199.24593420001,53657.4419926,90024.73746219999,62954.8410148,104581.053203,83353.927812,81504.981646
Mahkama (New Cairo),13563.43644152,39336.920024,37375.027790199994,14167.95432576,43219.3546906,47983.07482819999,7983.48050212,47013.5863248,52837.635806800005,32798.3624518,45034.3569242,28656.4492564,43621.7284182,35083.1804758,54593.022578,48891.213528800006,52720.423890599996,6968.7332684,28318.714849,42414.675371599995
Mahmoudeya,4620.66092616,40920.6552008,39223.3214688,19813.12851422,36805.3833644,41428.394305199996,4880.62457328,46796.921221599994,46412.1387324,24547.9088128,45281.4672148,27499.030502200003,39041.14079,40412.3740314,48917.3259742,39128.973734,50080.665954000004,3592.8603748000005,26973.540256800003,43253.89292200001
Makram Ebeid (Mostafa El Nahhas),22032.9607568,17583.07495452,15761.05229606,10506.65377494,30572.7264238,34989.1419264,26430.8378242,25102.810428599998,38973.1015336,28076.539414,23047.8645184,8783.61606038,26856.797839599996,19237.30830154,38879.947205000004,55703.841302400004,32343.5346518,24236.0557012,8865.2700037,20439.312799799998
Mamaleek (Manial),34739.3493878,29228.031526599996,29724.133132599996,38738.123605,5695.57827076,7141.69409032,43927.054851,24447.926826400002,9940.8874053,19261.06503184,25622.8015298,20660.1002894,3754.90009798,42880.7541364,10158.04404252,47924.253242,16867.79834836,42098.465897199996,20412.963334599997,27160.795306800002
Manial,36652.6960676,25604.189719799997,26329.296122599997,38108.3531886,10351.00126428,11387.42299918,45529.614855800006,19993.22449622,12900.78768476,22998.425162400003,21353.7174338,19259.90877852,1874.099523006,39991.5478182,11108.3598733,52371.0967856,12351.21487372,43584.7552246,19163.68838546,23173.671511200002
Manshiyat Nasser,28538.8290742,18113.80162058,18072.23781536,27002.261352200003,15795.62110684,19454.53462352,36581.890967800005,17382.840546400002,22758.3853118,21105.260019999998,17220.42723842,8091.18559488,10075.39380126,30326.843731999998,22109.5599748,51975.670117199996,17881.38514628,34490.0022104,7991.49192998,17322.59471996
Marioteya Ring Road,53969.72821,42992.3999608,44229.613543800006,57949.9616962,21825.9436682,17587.53757588,63320.2118936,34389.688688199996,12743.17617366,36126.545026,36729.8580182,39139.265748000005,21152.4137776,58462.207435000004,9596.06339782,58808.972129400005,21606.5350004,61574.155632,39048.494729000005,39601.811589599994
Masaken Ain Shams,42083.436805000005,14396.10141506,13156.70394008,23601.6573502,46006.4668888,49484.545737199995,44313.0090966,24220.630471,52160.4236934,47669.1653548,21489.3126508,24332.9875918,39080.3002428,3009.9433774,50137.9879696,76359.2765468,36727.36404,42306.063913,24933.431742400004,18141.23670674
Masaken Al Shorouq,24897.0229522,18967.96460194,16877.31301652,7263.19299852,36830.2282202,41218.6654782,27172.946534799998,28123.895719,45130.3920636,33865.827043,25711.407197200002,14660.8909697,32803.7791408,15187.36536966,44840.846902599995,60302.085287400005,36997.0177146,25106.5400302,14860.93848358,22595.265476
Masaken Al Wehda,45794.910404199996,8640.97912454,10766.2122617,34670.2872844,34209.555864,36110.84745,51738.235453400004,4858.82902476,37160.67632219999,42062.8862708,3745.5577228,21282.9491648,25364.7003418,22939.074612200002,33711.2424134,72927.58806719999,17491.59827908,49527.4459698,21913.215071000002,5146.93666556
Masaken Almaza,30678.473592799997,12739.17503784,10612.7760417,14059.56776304,36795.0575394,40784.469696,33803.828216,22621.273853,44152.851546800004,36556.1368856,20016.915380000002,14128.85000922,31239.823429400003,10277.47355712,43073.4465808,64761.3859954,32896.113934,31693.7420212,14607.09304568,16668.54277932
Masaken Betcho,10438.98658062,36273.531257999995,35178.6749628,25517.3708748,22212.389957599997,26676.533117400002,19900.76248886,38954.5306214,31676.927563200003,9613.65453282,38224.9279252,20982.4932364,26078.1453604,41651.2404678,34627.2044976,33318.5249336,38826.197852,18528.16846312,20299.5337528,37248.751410000004
Masaken Helmeyet Al Zaitoun,38669.1592206,7844.28651668,6393.42498732,22428.2439384,39413.293305800005,42784.8010536,42241.9004806,18096.99523082,45383.1751288,41991.1886058,15323.24593868,18386.4163664,32312.730356200005,8007.93834568,43339.0032656,71443.6736042,30243.103844999998,40116.926755,19031.72811786,11844.18600746
Masaken Othman,98321.60185660001,92656.70395519999,94000.0351854,106666.2293226,67677.1850704,62920.6551194,107732.2619368,83414.522075,58399.1180148,78405.2542718,85959.5583756,88465.711399,70327.5447022,108281.78385280001,58296.373927,86120.75229680001,70531.6557768,106417.231602,88286.40809419999,89062.921588
Masaken Othman (Ezbet El Nakhl),44476.309890599994,11597.48965616,11047.39061866,27223.061905000002,44713.3964146,47832.095018,47572.81543,20381.8955282,50093.3638566,47959.9299046,17768.07775204,24334.6573892,37146.9905488,8020.00107058,47635.6232066,77500.68595739998,33193.7491392,45491.857052,24991.5013662,14706.35800148
Masaken Sheraton,33992.800016,20280.402546,18282.24031672,13915.50099074,45473.6399214,49614.409474,34633.220833199994,30656.443668799995,53137.1221846,43645.7512542,27923.276442000002,22753.481894999997,40303.25267840001,8118.0258621,52182.147627599996,70002.493233,41715.8389296,32780.978071,23139.6102142,24424.0153042
Masaken Zainhom,31968.483013200002,24361.632562400002,24721.4531682,33957.7696268,9186.72109122,12120.4055531,40822.8323388,20692.610556400003,15172.73122456,19293.785043599997,21478.905910799996,15525.43144698,2986.48736202,37679.9618,14767.55897138,49481.479779,15822.87986756,38878.178479400005,15320.32087368,22623.0131982
Masarra,39727.172526,14746.41875532,16052.57502492,34462.8536312,21995.4848682,23663.3051532,47294.008581199996,7727.83139392,24795.4459274,31604.8192264,9175.84846494,16268.69047518,12995.33467604,30355.296221200002,21691.9509958,62298.844013199996,8528.19928436,45139.5489264,16626.2112385,11506.14611518
Maspero Ferry,38147.6453398,20139.671710799998,21127.7046964,36209.269472600005,16216.60346434,17572.79255292,46441.620858999995,13812.8757619,18719.23978338,27273.630637000002,15270.52168406,17143.56748154,7114.2757421,35207.9746428,15927.563559999999,57498.6599076,8247.719946,44371.827881,17268.8040693,17335.35777558
Masraweya,25841.8859102,45464.4250606,43356.8949214,19592.30902814,54989.693084800005,59767.247642199996,18307.74633274,54512.0258566,64525.667829,45147.1223816,52183.2615694,37930.3733588,54475.3880752,36871.864707400004,65893.2605328,59566.21576919999,62073.927672599995,18370.43490848,37749.8281506,49118.0574172
Massalah Al Gadeeda (Matareya),43051.0394636,5610.46090638,6142.38316306,28296.556853400005,38994.6722144,41803.2745086,47453.563495,13502.6972817,43765.7279158,43764.351228800006,10889.12804888,20470.509678,30995.070252599995,13286.75849508,41067.468129400004,74035.78404439999,26317.3594784,45285.047534,21157.789321599997,7934.5602179
Matareya Square,39749.8442308,3346.40704276,2992.65762172,25451.1855174,36521.963179000006,39555.4954794,44279.8513952,13265.91826074,41796.5809422,40678.05305919999,10497.03674584,17255.84037226,28849.9537204,12779.0740245,39406.9780734,70829.53942860001,25604.7792872,42102.5902854,17940.99620618,7056.7535431999995
Matbaa,28805.4411626,35767.4922366,35729.0718266,38207.693264199996,4915.86221154,8433.5928692,38290.1260226,33183.830914599996,13373.11503266,10118.92714468,33824.201627999995,23404.6575102,13288.18130164,47224.3073542,17074.0954651,37603.2275088,27130.514072799997,36774.377492800006,22896.898963,34620.652102199994
Mazallat,44182.5090056,10699.326738,12664.83198186,35247.014033800006,29768.238192400004,31431.4528636,50824.4451252,320.29157882,32322.139043799998,38565.1299752,3043.80822756,19610.78657182,20793.4191616,26293.2462896,28816.071029000002,69417.31155760001,12763.66094564,48620.7021744,20164.7808066,6557.3278185
Mazghuna,64067.1478034,93286.97463360001,92745.6186096,84130.6883234,62860.1239498,62688.376135800005,68508.23726560001,92054.813487,64476.4572962,55057.06265619999,92521.28921439999,78643.845958,71945.1331888,101116.464289,69705.94426939999,27213.3956976,85076.4216326,69101.2554218,77977.1413354,92899.6407108
